Name,CR,Size,HP,AC,Base Speed,Fly Speed,Burrow Speed,Swim Speed,Climb Speed,Number of Skills,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Saving Throw Bonus,Passive Perception,"Truesight (0 if none, else range in ft.)","Darkvision (0 if none, else range in ft.)","Blindsight (0 if none, else range in ft.)","Tremorsense (0 if none, else range in ft.)",Number Of Passive Abilities,Number of Actions,Max. Attack Bonus,Max. Damage Roll,Spellcasting,Number of Spells Known,Max. Spell Level,Spell Save DC,Spoken Languages,"Telepathy (0 if none, else range in ft.)",Number of Legendary Actions,Number of Legendary Saves,Weaknesses,Damage Immunities,Number of Immunities,Resistances,Number of Resistances,Condition Immunities
Tribal Soldier,4,Medium,32,14,30,0,0,0,0,2,14,15,15,10,12,8,None,0,11,0,0,0,0,1,3,4,12,No,0,0,0,"Common, Elvish",0,0,0,None,,0,,0,None
Tribal Tactician,6,Medium,60,14,30,0,0,0,0,2,16,14,16,14,12,10,"Str, Con",2,11,0,0,0,0,1,4,5,13,No,0,0,0,"Common, Elvish",0,0,0,None,,0,,0,None
Primordial Archer,7,Medium,77,15,30,0,0,0,0,4,10,19,12,12,16,8,"Str, Dex",2,15,0,0,0,0,1,4,6,12,No,0,0,0,"Common, Elvish",0,0,0,None,,0,,0,None
Spirit Weaver,8,Medium,65,16,30,0,0,0,0,3,10,14,14,12,18,12,"Int, Wis",3,14,0,0,0,0,3,3,7,36,No,0,0,0,"Common, Elvish, Dwarvish",0,0,0,None,,0,,0,None
Warrior Princess,10,Medium,104,18,40,0,0,0,0,4,18,18,14,15,14,14,"Str, Dex, Con",3,15,0,0,0,0,2,5,7,26,No,0,0,0,"Common, Dwarvish",0,0,0,None,,0,,0,None
Disgraced Sentinel,11,Medium,111,16,30,90,0,0,0,2,16,19,18,17,18,16,"Dex, Wis, Cha",3,17,0,120,0,0,2,5,7,30,No,0,0,0,All,120,0,0,None,,0,"Necrotic, BPS From Nonmagical Attacks",2,"Charmed, Exhaustion, Frightened"
Corrupted Guardian,12,Medium,119,19,30,90,0,0,0,2,18,14,18,16,20,16,"Wis, Cha",4,19,0,120,0,0,2,4,8,28,No,0,0,0,All,120,0,0,None,,0,"Necrotic, BPS From Nonmagical Attacks",2,"Charmed, Exhaustion, Frightened"
Bloodwing Seraph,14,Medium,153,17,30,90,0,0,0,2,18,20,18,16,19,20,"Wis, Cha",4,14,0,120,0,0,3,5,8,64,Yes,5,5,17,All,120,0,0,None,,0,"Necrotic, BPS From Nonmagical Attacks",2,"Charmed, Exhaustion, Frightened"
Bringer of Sin,15,Medium,142,18,30,90,0,0,0,3,22,20,20,16,16,18,"Con, Wis, Cha",4,17,0,120,0,0,3,4,10,66,No,0,0,0,All,120,0,0,None,,0,"Necrotic, BPS From Nonmagical Attacks",2,"Charmed, Exhaustion, Frightened"
Haleod Reaper,16,Large,178,18,30,90,0,0,0,2,24,118,21,19,20,19,"Con, Wis, Cha",4,19,0,120,0,0,3,6,12,84,Yes,0,0,0,All,120,0,0,None,,0,"Necrotic, BPS From Nonmagical Attacks",2,"Charmed, Exhaustion, Frightened"
Vengeful Archangel,21,Large,250,20,30,120,0,0,0,2,25,20,24,18,24,22,"Str, Con, Wis",6,23,0,120,0,0,3,4,13,39,Yes,7,7,29,All,129,3,0,None,,0,"Necrotic, BPS From Nonmagical Attacks",2,"Charmed, Exhaustion, Frightened"
Aspect of Sorrow,7,Large,66,17,40,0,0,0,0,0,16,10,18,6,10,1,None,0,10,0,120,0,0,4,3,5,19,No,0,0,0,None,0,0,0,None,"Poison, Psychic",2,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Aspect of Hatred,7,Large,85,17,40,0,0,0,0,0,19,10,18,6,10,1,None,0,10,0,120,0,0,4,3,6,20,No,0,0,0,None,0,0,0,None,"Poison, Psychic",2,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Greater Aspect of Sorrow,9,Large,95,17,40,0,0,0,0,0,16,10,18,6,10,1,None,0,10,0,120,0,0,4,3,6,15,No,0,0,0,None,0,0,0,None,"Poison, Psychic",2,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Greater Aspect fo Hatred,9,Large,123,17,40,0,0,0,0,0,19,10,18,6,10,1,None,0,10,0,120,0,0,5,3,7,16,No,0,0,0,None,0,0,0,None,"Poison, Psychic",2,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Conflux Elemental,14,Huge,157,16,40,40,0,0,0,0,20,14,18,10,14,8,"Dex, Con, Wis",4,12,0,60,0,0,4,5,8,29,No,0,0,0,"Aquan, Auran, Ignan, Terran, Primordial",0,2,1,None,Poison,1,"Cold, Fire, Lightning, BPS From Nonmagical Attacks",4,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious"
Elder Conflux Elemental,23,Gargantuan,313,19,50,50,0,0,0,0,24,16,23,10,16,8,"Dex, Con, Wis",6,13,0,60,0,0,4,6,13,37,No,0,0,0,"Aquan, Auran, Ignan, Terran, Primordial",0,3,3,None,Poison,1,"Cold, Fire, Lightning, BPS From Nonmagical Attacks",4,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious"
Corlapis,5,Medium,45,16,30,0,0,0,0,1,16,10,17,13,10,10,Con,2,10,0,60,0,0,3,1,5,15,No,0,0,0,Terran,0,0,0,None,Poison,1,,0,Poisoned
Corlapis Earth Shaker,6,Medium,60,18,30,0,0,0,0,1,16,10,17,16,10,10,Con,2,10,0,60,0,0,4,1,5,11,Yes,6,3,13,Terran,0,0,0,None,Poison,1,,0,Poisoned
Corlapis Architect,7,Medium,75,16,30,0,0,0,0,1,19,10,17,16,10,10,Con,2,10,0,60,0,0,4,4,6,24,Yes,3,4,13,Terran,0,0,0,None,Poison,1,,0,Poisoned
Corlapis Overlord,10,Medium,136,16,30,0,0,0,0,1,19,12,19,18,10,13,"Str, Con, Cha",3,10,0,90,0,30,4,5,7,20,Yes,5,6,13,Terran,0,2,0,None,Poison,1,,0,Poisoned
Armored Dire Wolf,5,Large,52,17,50,0,0,0,0,2,18,15,15,3,12,7,None,0,13,0,60,0,0,3,1,6,16,No,0,0,0,None,0,0,0,None,,0,,0,None
Sundrop Squirrel,1,Tiny,1,11,20,0,0,0,0,0,2,13,8,3,10,5,None,0,10,0,30,0,0,1,2,3,1,No,0,0,0,None,0,0,0,None,,0,,0,None
Blooming Badger,2,Tiny,7,11,20,0,5,0,0,0,4,12,12,3,13,6,None,0,11,0,30,0,0,1,2,2,5,No,0,0,0,None,0,0,0,None,,0,,0,None
Vine Viper,3,Tiny,18,13,30,0,0,0,30,0,5,16,14,2,12,4,None,0,11,0,0,10,0,1,2,5,7,No,0,0,0,None,0,0,0,None,,0,,0,None
Mushroom Moose,5,Large,37,15,40,0,0,0,0,0,18,12,14,7,15,7,None,0,12,0,0,0,0,3,1,6,28,No,0,0,0,None,0,0,0,None,,0,Poison,1,Poisoned
Moss Mammoth,11,Huge,138,15,40,0,0,0,0,0,25,8,20,6,12,6,None,0,11,0,0,0,0,2,4,10,47,No,0,0,0,None,0,0,0,None,,0,,0,None
Fungal Titan,13,Huge,200,18,40,0,0,0,0,0,24,8,22,6,12,3,None,0,11,0,0,0,0,1,4,10,37,No,0,0,0,None,0,0,0,None,,0,BPS From Nonmagical Attacks,1,None
Fortress Rhino,15,Huge,210,16,40,0,0,0,0,0,24,6,19,4,12,6,None,0,11,0,0,0,0,3,2,11,57,No,0,0,0,None,0,0,0,None,,0,,0,None
Giant Tiki Ant,4,Small,31,13,30,0,10,0,0,0,17,12,12,7,14,8,None,0,12,0,0,0,0,2,2,5,15,No,0,0,0,None,0,0,0,None,,0,,0,None
Pitiful Goblin,1,Small,7,13,30,0,0,0,0,1,6,14,10,8,8,8,None,0,9,0,60,0,0,2,2,4,6,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Goblin Brute,5,Small,55,11,30,0,0,0,0,1,16,12,14,10,8,8,None,0,9,0,60,0,0,2,3,5,13,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Grotesque Leech,5,Large,32,13,20,0,0,20,0,1,16,12,13,3,10,1,None,0,10,0,0,0,0,1,3,5,18,No,0,0,0,None,0,0,0,None,,0,,0,None
Haunted Tome,2,Tiny,5,11,0,15,0,0,0,0,3,12,10,14,7,4,None,0,8,0,0,30,0,2,1,3,6,No,0,0,0,None,0,0,0,None,,0,,0,None
Faceless Zealot,3,Medium,16,12,30,0,0,0,0,0,12,14,13,16,6,7,None,0,8,0,0,30,0,0,3,4,6,No,0,0,0,None,120,0,0,None,,0,,0,None
Disfigured Disciple,5,Medium,39,14,30,0,0,0,0,0,15,10,14,13,7,5,None,0,8,0,0,0,0,10,2,4,10,No,0,0,0,Deep Speech,0,0,0,None,,0,,0,None
Writhing Abomination,6,Large,60,12,40,0,0,0,0,0,18,10,15,4,6,1,None,0,8,0,0,0,0,2,5,6,10,No,0,0,0,None,0,0,0,None,,0,,0,"Blinded, Charmed, Deafened, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned, Stunned"
Oracle of Distortion,8,Medium,66,13,30,0,0,0,0,0,13,16,12,18,6,12,"Dex, Int",3,8,0,0,0,0,3,3,5,11,No,0,0,0,None,0,0,0,None,Psychic,1,,0,None
The Dread Bringer,14,Large,17,17,40,40,0,0,0,3,16,15,17,21,6,15,"Str, Con, Int",4,12,0,0,0,0,3,6,7,80,No,0,0,0,Deep Speech,120,3,2,None,Psychic,1,,0,None
Labyrinth Crawler,4,Medium,37,13,40,0,0,0,0,0,18,12,16,5,12,6,None,0,11,0,60,0,0,2,2,6,12,No,0,0,0,None,0,0,0,None,,0,,0,None
Minotaur Shaman,6,Large,60,13,40,0,0,0,0,1,16,11,15,8,18,10,None,0,18,0,60,0,0,2,2,5,15,Yes,7,3,14,Abyssal,0,0,0,None,,0,,0,None
Minotaur Totem Warrior,7,Large,85,15,40,0,0,0,0,2,19,10,17,6,16,8,None,0,17,0,60,0,0,2,2,6,28,No,0,0,0,Abyssal,0,0,0,None,,0,,0,None
Minotaur Rampager,8,Large,114,15,40,0,0,0,0,2,21,10,19,9,17,12,None,0,19,0,60,0,0,2,3,8,46,No,0,0,0,Abyssal,0,0,0,None,,0,,0,None
Squad of Bandits,4,Large,33,11,30,0,0,0,0,0,17,10,12,10,10,10,None,0,10,0,0,0,0,1,1,5,18,No,0,0,0,Common,0,0,0,None,,0,BPS,1,"Charmed, Frightened, Paralyzed, Petrified, Prone, Restrained, Stunned"
Squad of Thugs,5,Large,65,11,30,0,0,0,0,0,19,10,14,10,10,11,None,0,10,0,0,0,0,2,2,6,20,No,0,0,0,Common,0,0,0,None,,0,BPS,1,"Charmed, Frightened, Paralyzed, Petrified, Prone, Restrained, Stunned"
Veteran Outlaw,6,Medium,78,15,30,0,0,0,0,3,16,16,14,10,14,13,None,0,12,0,0,0,0,2,4,5,11,No,0,0,0,Common,0,0,0,None,,0,,0,None
Outlaw Commander,7,Medium,98,17,30,0,0,0,0,4,19,12,16,14,10,15,None,0,10,0,0,0,0,1,4,6,28,No,0,0,0,"Common, Elvish",0,0,0,None,,0,,0,None
Outlaw Warlord,9,Medium,108,20,30,0,0,0,0,5,18,10,14,16,14,16,"Str, Dex, Int",3,15,0,0,0,0,3,3,7,14,Yes,8,2,13,"Common, Elvish, Dwarvish",0,0,0,None,,0,,0,None
Paper Knight,1,Tiny,4,13,20,0,0,0,0,0,3,16,8,4,8,1,None,0,9,0,0,0,0,3,1,5,7,No,0,0,0,None,0,0,0,Fire,"Poison, Psychic",2,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Paper Ranger,2,Tiny,6,14,25,0,0,0,0,0,3,18,8,6,10,1,None,0,10,0,0,0,0,3,2,6,8,No,0,0,0,None,0,0,0,Fire,"Poison, Psychic",2,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Paper Mage,3,Tiny,12,13,25,0,0,0,0,0,3,16,8,14,10,1,None,0,10,0,0,0,0,3,3,5,6,No,0,0,0,None,0,0,0,Fire,"Poison, Psychic",2,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Adult Phoenix,9,Large,105,15,20,90,0,0,0,1,15,20,15,16,14,19,"Dex, Int, Cha",3,15,0,0,0,0,5,4,8,37,No,0,0,0,None,0,0,0,None,Fire,1,,0,None
Hatchling Phoenix,4,Small,27,13,10,60,0,0,0,1,12,15,14,15,14,14,"Dex, Int, Cha",2,14,0,0,0,0,3,3,4,10,No,0,0,0,None,0,0,0,None,Fire,1,,0,None
Primeval Strix,9,Large,105,14,20,90,0,0,0,2,15,18,15,18,14,20,"Dex, Int, Cha",3,15,0,0,0,0,4,4,7,28,No,9,0,0,None,0,0,0,None,,0,,0,None
Rasa,3,Medium,16,13,30,0,0,0,0,2,10,14,12,11,8,12,None,0,9,0,0,0,0,3,2,5,6,Yes,2,1,11,Common,0,0,0,None,,0,,0,None
Rasa Alley Stalker,4,Medium,27,14,30,0,0,0,0,2,12,16,13,14,8,13,None,0,9,0,0,0,0,4,2,5,11,Yes,4,1,12,Common,0,0,0,None,,0,,0,None
Rasa Cutthroat,5,Medium,52,15,30,0,0,0,0,2,12,17,14,14,10,13,None,0,10,0,0,0,0,5,3,5,11,Yes,5,2,12,Common,0,0,0,None,,0,,0,None
Rasa Mastermind,7,Medium,91,16,30,0,0,0,0,3,12,18,15,16,13,14,None,0,15,0,0,0,0,6,4,6,14,Yes,7,4,13,Common,0,0,0,None,,0,,0,None
Rock Worm,6,Huge,70,16,30,0,30,0,0,0,20,10,20,3,10,1,None,0,10,0,60,0,60,0,3,7,16,No,0,0,0,None,0,0,0,None,,0,,0,None
The Runespeaker,18,Medium,209,18,30,60,0,0,0,4,23,14,20,21,15,18,"Con, Int, Wis",5,12,0,60,0,0,4,3,11,42,No,0,0,0,"Celestial, Common",90,3,2,None,,0,,0,None
Runebound Soldier,4,Medium,22,16,30,0,0,0,0,0,15,12,12,8,8,6,None,0,9,0,0,0,0,2,1,4,20,No,0,0,0,Common,0,0,0,None,,0,,0,Charmed
Runebound Orc,5,Medium,45,14,30,0,0,0,0,0,17,14,16,8,8,6,None,0,9,0,60,0,0,3,1,5,23,No,0,0,0,"Common, Orc",0,0,0,None,,0,,0,Charmed
Runebound Dire Wolf,6,Large,60,14,50,0,0,0,0,2,20,15,15,6,12,6,None,0,13,0,60,0,0,3,1,7,17,No,0,0,0,None,0,0,0,None,,0,,0,Charmed
Runebound Giant,11,Huge,130,13,40,0,0,0,0,0,22,8,18,5,8,6,None,0,9,0,0,0,0,2,3,9,36,No,0,0,0,Giant,0,0,0,None,,0,,0,Charmed
Swarm of Temple Scarabs,5,Medium,36,13,25,0,0,0,25,0,8,16,10,2,10,4,None,0,10,0,60,0,0,1,1,5,16,No,0,0,0,None,0,0,0,None,,0,BPS,1,"Charmed, Frightened, Paralyzed, Petrified, Prone, Restrained, Stunned"
Tomb Guardian,9,Large,114,13,30,0,0,0,0,0,20,8,19,3,6,1,None,0,8,0,60,0,0,4,2,8,21,No,0,0,0,None,0,2,0,None,"Poison, Psychic",2,,0,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned"
Headstrong Smasher,4,Medium,26,13,30,0,0,0,0,2,16,12,16,8,12,10,"Str, Con",2,11,0,0,0,0,3,1,5,17,No,0,0,0,"Common, Dwarvish",0,0,0,None,,0,,0,None
Sturdy Brute,6,Medium,66,14,40,0,0,0,0,3,18,14,16,8,12,10,"Str, Con",3,11,0,0,0,0,5,2,7,18,No,0,0,0,"Common, Dwarvish",0,0,1,None,,0,,0,None
Sly Songwrite,4,Medium,24,14,30,0,0,0,0,5,10,14,12,12,12,16,"Dex, Cha",2,11,0,0,0,0,2,1,4,10,Yes,9,2,13,"Common, Elvish",0,0,0,None,,0,,0,None
Boisterous Musician,6,Medium,65,14,30,0,0,0,0,5,10,14,15,12,12,17,"Dex, Cha",3,11,0,0,0,0,3,1,5,10,Yes,13,3,14,"Common, Elvish",0,0,0,None,,0,,0,None
Warrior Priestess,4,Medium,26,18,30,0,0,0,0,2,14,8,15,12,16,12,"Wis, Cha",2,13,0,0,0,0,2,1,4,10,Yes,8,2,13,"Common, Elvish",0,0,0,None,,0,,0,None
Fireheart Devotee,6,Medium,55,18,30,0,0,0,0,4,14,10,15,12,18,10,"Wis, Cha",3,14,0,0,0,0,3,1,5,10,Yes,15,3,15,"Common, Elvish",0,0,0,None,,0,,0,None
Apprentice Shifter,4,Medium,22,13,30,0,0,0,0,3,12,15,13,10,16,12,"Int, Wis",2,13,0,0,0,0,2,1,3,9,Yes,8,2,13,"Common, Druidic, Elvish",0,0,0,None,,0,,0,None
Heir of the Forest,6,Medium,52,14,30,0,0,0,0,4,13,16,14,12,16,12,"Int, Wis",3,16,0,0,0,0,4,1,3,9,Yes,15,3,14,"Common, Druidic, Elvish",0,0,0,None,,0,,0,None
Local Champion,4,Medium,30,16,30,0,0,0,0,3,16,11,15,10,12,14,"Str, Dex",2,11,0,0,0,0,2,2,5,13,No,0,0,0,"Common, Halfling",0,0,0,None,,0,,0,None
Tactical Spellblade,6,Medium,60,19,30,0,0,0,0,4,16,11,14,15,12,10,"Str, Dex",3,14,0,0,0,0,3,3,6,13,No,0,0,0,"Common, Halfling",0,0,0,None,,0,,0,None
Stonefist Protector,4,Medium,22,15,40,0,0,0,0,3,13,16,12,14,14,8,"Str, Dex",2,12,0,0,0,0,3,3,5,11,No,0,0,0,"Common, Dwarvish",0,0,0,None,,0,,0,None
Cloacked Traveler,6,Medium,55,16,50,0,0,0,0,4,13,16,12,14,16,10,"Str, Dex",3,13,0,0,0,0,4,3,6,11,No,0,0,0,"Common, Dwarvish",0,0,0,None,,0,,0,None
Fiend Slayer,4,Medium,26,18,30,0,0,0,0,3,16,8,12,9,12,14,"Wis, Cha",2,11,0,0,0,0,3,2,5,13,No,0,0,0,"Common, Elvish",0,0,0,None,,0,,0,None
Mage Hunter,6,Medium,52,17,30,0,0,0,0,4,16,8,14,12,10,16,"Wis, Cha",3,10,0,0,0,0,4,3,6,13,Yes,7,2,14,"Common, Elvish",0,0,0,None,,0,,0,None
Rugged Marksman,4,Medium,26,15,30,0,0,0,0,4,14,16,13,12,15,8,"Str, Dex",2,12,0,0,0,0,3,2,5,17,Yes,3,1,12,"Common, Elvish",0,0,0,None,,0,,0,None
Wolf Trainer,6,Medium,57,16,30,0,0,0,0,4,14,16,13,12,17,12,"Str, Dex",3,16,0,0,0,0,3,3,6,11,Yes,5,2,14,"Common, Elvish",0,0,0,None,,0,,0,None
Cunning Acrobat,4,Medium,22,15,30,0,0,0,30,5,10,16,12,15,12,12,"Dex, Int",2,13,0,0,0,0,3,3,5,9,No,0,0,0,"Common, Elvish, Theives' Cant",0,0,0,None,,0,,0,None
Tavern Gambler,6,Medium,55,15,30,0,0,0,0,5,10,17,12,10,14,16,"Dex, Int",3,13,0,0,0,0,3,2,6,7,No,0,0,0,"Common, Elvish, Theives' Cant",0,0,0,None,,0,,0,None
Virulent Sorcerer,6,Medium,45,15,30,0,0,0,0,3,10,14,16,12,12,16,"Con, Cha",3,11,0,0,0,0,4,1,5,6,Yes,10,3,14,"Common, Draconic",0,0,0,None,,0,,0,None
Fey Speaker,4,Medium,26,11,30,0,0,0,0,3,10,13,15,14,10,16,"Wis, Cha",2,10,0,0,0,0,3,1,4,6,Yes,11,2,13,"Common, Infernal",0,0,0,None,,0,,0,None
Deep Speaker,6,Medium,58,12,30,0,0,0,0,4,10,14,15,12,14,16,"Wis, Cha",3,14,0,120,0,0,2,1,4,6,Yes,10,3,14,"Common, Infernal",120,0,0,None,,0,,0,None
Elegant Sparkmage,4,Medium,14,11,30,0,0,0,0,3,8,12,10,16,14,12,"Int, Wis",2,12,0,0,0,0,3,1,3,5,Yes,10,2,13,"Celestial, Common",0,0,0,None,,0,,0,None
Tranquil Spellshield,6,Medium,34,12,30,0,0,0,0,4,8,14,12,18,14,12,"Int, Wis",3,12,0,0,0,0,3,1,5,6,Yes,13,3,15,"Celestial, Common, Sylvan",0,0,0,None,,0,,0,None
Roving Ruffian,8,Medium,92,18,30,0,0,0,0,4,18,17,16,10,14,7,"Str, Con",4,16,0,0,0,0,6,13,8,16,Yes,3,1,14,"Common, Dwarvish",0,0,0,None,,0,,0,None
Devious Virtuoso,8,Medium,77,17,30,0,0,0,0,7,10,18,13,16,12,17,"Dex, Cha",4,15,0,0,0,0,5,3,8,12,Yes,10,3,15,"Common, Dwarvish, Elvish",0,0,0,None,,0,,0,None
Furious Zealot,8,Medium,81,15,30,0,0,0,0,4,18,10,16,10,16,14,"Wis, Cha",4,13,0,0,0,0,5,2,8,14,Yes,8,3,15,"Common, Dwarvish",0,0,0,None,,0,,0,None
Windwalker,8,Medium,74,13,30,0,0,0,0,4,8,14,14,16,16,10,"Int, Wis",4,17,0,0,0,0,5,1,3,9,Yes,14,5,15,"Celestial, Common, Druidic",0,0,0,None,,0,,0,None
Blade Dancer,8,Medium,81,17,30,0,0,0,0,4,10,18,16,14,10,16,"Str, Con",4,10,0,0,0,0,5,4,8,10,Yes,7,2,15,"Common, Dwarvish, Elvish",0,0,0,None,,0,,0,None
Elemental Shaper,8,Medium,74,16,45,0,0,0,0,4,10,18,14,10,14,17,"Str, Dex",4,12,0,0,0,0,3,2,8,10,Yes,9,2,15,"Common, Dwarvish, Elvish",0,0,0,None,,0,,0,None
Feyblade Paladin,8,Medium,86,20,30,0,0,0,0,4,16,8,14,15,10,18,"Wis, Cha",4,10,0,0,0,0,6,2,7,14,Yes,17,2,16,"Common, Dwarivsh, Infernal",0,0,0,None,,0,,0,None
Divine Stalker,8,Medium,81,16,30,0,0,0,0,4,14,18,16,10,16,8,"Str, Dex",4,13,0,0,0,0,3,4,8,20,Yes,11,3,15,"Common, Dwarvish",0,0,0,None,,0,,0,None
Morphing Knave,8,Medium,66,15,30,0,0,0,30,5,8,18,12,14,16,10,"Dex, Int",4,17,0,0,0,0,4,2,8,12,Yes,8,2,15,"Common, Dwarvish, Elvish",0,0,0,None,,0,,0,None
Choas Blade,8,Medium,73,17,30,0,0,0,0,4,10,16,16,9,13,18,"Con, Cha",4,11,0,0,0,0,5,3,7,21,Yes,12,3,16,"Common, Dwarvish",0,0,0,None,,0,,0,None
Infernal Inforcer,8,Medium,78,15,40,0,0,0,0,4,12,16,14,10,15,19,"Wis, Cha",4,12,0,0,0,0,2,4,7,15,Yes,10,3,16,"Common, Dwarivsh, Infernal",0,0,0,None,,0,,0,None
Flameblade Crusader,8,Medium,62,17,30,0,0,0,0,4,17,10,12,19,12,14,"Int, Wis",4,11,0,0,0,0,6,4,7,15,Yes,11,4,16,"Celestial, Common, Dwarivsh, Elvish",0,0,0,None,,0,,0,None
Bugbear Archer,3,Medium,22,14,30,0,0,0,0,3,10,16,10,12,14,12,None,0,14,0,60,0,0,2,2,5,11,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Bugbear Cutthroat,4,Medium,22,14,30,0,0,0,0,3,14,15,12,13,16,10,None,0,15,0,60,0,0,2,2,4,8,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Bugbear Brute,5,Medium,65,15,30,0,0,0,0,3,16,14,14,8,10,12,None,0,10,0,60,0,0,2,1,5,15,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Bugbear Hunter,5,Medium,38,16,30,0,0,0,0,3,14,18,12,14,17,10,None,0,15,0,60,0,0,2,4,6,10,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Bugbear Ambusher,6,Medium,55,15,30,0,0,0,0,3,16,17,12,15,18,10,None,0,16,0,60,0,0,2,3,5,11,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Bugbear Elder,7,Medium,45,11,30,0,0,0,0,4,10,12,8,16,18,18,None,0,14,0,60,0,0,2,1,3,5,Yes,12,7,14,"Common, Goblin",0,0,0,None,,0,,0,None
Bugbear Warrior,7,Medium,90,14,30,0,0,0,0,3,18,14,16,9,10,14,None,0,10,0,60,0,0,2,1,7,28,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Bugbear Headman,9,Medium,153,17,30,0,0,0,0,3,20,16,18,10,10,16,None,0,10,0,60,0,0,2,1,8,25,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Bugbear Shaman,9,Medium,45,11,30,0,0,0,0,5,10,12,10,15,18,16,None,0,14,0,60,0,0,2,2,4,5,Yes,15,5,15,"Common, Goblin",0,0,0,None,,0,,0,None
Plains Gnoll Runner,2,Medium,13,13,40,0,0,0,0,4,13,14,10,8,10,7,None,0,12,0,60,0,0,1,4,4,9,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Plains Gnoll Archer,3,Medium,13,14,40,0,0,0,0,4,12,16,10,9,10,8,None,0,12,0,60,0,0,2,4,5,9,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Plains Gnoll Spearman,4,Medium,33,13,40,0,0,0,0,3,14,4,12,10,10,10,None,0,10,0,60,0,0,1,4,4,10,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Plains Gnoll Warrior,6,Medium,52,16,40,0,0,0,0,3,16,12,14,9,12,10,None,0,11,0,60,0,0,2,4,5,27,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Plains Gnoll Shaman,6,Medium,22,10,35,0,0,0,0,4,8,10,10,14,16,12,None,0,15,0,60,0,0,3,3,3,8,Yes,9,3,14,Gnoll,0,0,0,None,,0,,0,None
Plains Gnoll Clanmother,8,Medium,82,17,50,0,0,0,0,2,20,14,16,12,14,10,None,0,12,0,60,0,0,3,3,8,15,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Gutter Gnoll Lightfoot,3,Medium,9,13,35,0,0,0,0,3,12,14,10,10,14,8,None,0,14,0,60,0,0,2,4,4,7,No,0,0,0,"Common, Gnoll",0,0,0,None,,0,,0,None
Gutter Gnoll Tracker,3,Medium,13,14,35,0,0,0,0,3,13,16,10,19,14,8,None,0,16,0,60,0,0,2,3,5,9,No,0,0,0,"Common, Gnoll",0,0,0,None,,0,,0,None
Gutter Gnoll Fighter,4,Medium,22,17,35,0,0,0,0,2,14,12,12,7,10,8,None,0,14,0,60,0,0,2,3,4,10,No,0,0,0,"Common, Gnoll",0,0,0,None,,0,,0,None
Gutter Gnoll Pack Leader,5,Medium,39,11,35,0,0,0,0,4,12,11,12,14,12,12,None,0,13,0,60,0,0,3,4,3,7,No,0,0,0,"Common, Gnoll",0,0,0,None,,0,,0,None
Gutter Gnoll Shaman,7,Medium,21,10,35,0,0,0,0,4,10,14,8,14,17,13,None,0,15,0,60,0,0,3,4,2,8,Yes,10,4,13,"Common, Gnoll",0,0,0,None,,0,,0,None
Rock Gnoll Runt,2,Medium,13,14,35,0,0,0,0,2,12,14,10,6,10,8,None,0,10,0,60,0,0,1,4,3,7,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Rock Gnoll Sneak,2,Medium,18,13,35,0,0,0,0,3,12,16,10,10,12,10,None,0,13,0,60,0,0,1,4,5,7,No,0,0,0,"Gnoll, Undercommon",0,0,0,None,,0,,0,None
Mangy Rock Gnoll,5,Medium,45,13,35,0,0,0,0,3,16,12,14,5,10,14,None,0,10,0,60,0,0,2,3,5,11,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Rock Gnoll Alpha,6,Medium,68,18,35,0,0,0,0,3,16,12,18,10,14,10,None,0,12,0,60,0,0,2,4,5,13,No,0,0,0,"Common, Gnoll",0,0,0,None,,0,,0,None
